time_index,time_since_epoch_ns,gs_handover_rate,gs_renumber_count,gs_renumber_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate
1,60000000000,0.9166666666666666,22.0,0.9166666666666666,0.0,0.0,0.9094202898550725,0.0
2,120000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
3,180000000000,1.0,24.0,1.0,0.3663114068930041,0.0,0.9963768115942029,0.0
4,240000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
5,300000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.9528985507246377,0.0
6,360000000000,1.0,24.0,1.0,0.25408307613168724,0.0,1.0,0.0
7,420000000000,1.0,24.0,1.0,0.0,0.0,0.9945652173913043,0.0
8,480000000000,1.0,24.0,1.0,0.0,0.0,0.9927536231884058,0.0
9,540000000000,1.0,24.0,1.0,0.2969393004115226,0.0,0.9963768115942029,0.0
10,600000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
11,660000000000,1.0,24.0,1.0,0.0,0.0,0.9963768115942029,0.0
12,720000000000,1.0,24.0,1.0,0.3230934927983539,0.0,0.9981884057971014,0.0
13,780000000000,0.9166666666666666,22.0,0.9166666666666666,0.0,0.0,0.9166666666666666,0.0
14,840000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
15,900000000000,1.0,24.0,1.0,0.28305844907407407,0.0,0.9927536231884058,0.0
16,960000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0
17,1020000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
18,1080000000000,1.0,24.0,1.0,0.31143100565843623,0.0,1.0,0.0
19,1140000000000,1.0,24.0,1.0,0.0,0.0,0.9891304347826086,0.0
20,1200000000000,0.9166666666666666,22.0,0.9166666666666666,0.0,0.0,0.9148550724637681,0.0
21,1260000000000,1.0,24.0,1.0,0.3240821116255144,0.0,0.9963768115942029,0.0
22,1320000000000,1.0,24.0,1.0,0.0,0.0,0.9891304347826086,0.0
23,1380000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
24,1440000000000,0.9583333333333334,23.0,0.9583333333333334,0.23971997170781892,0.0,0.9710144927536232,0.0
25,1500000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
26,1560000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
27,1620000000000,1.0,24.0,1.0,0.40564718364197533,0.0,1.0,0.0
28,1680000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
29,1740000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
30,1800000000000,0.9583333333333334,23.0,0.9583333333333334,0.22850758744855967,0.0,0.9601449275362319,0.0
31,1860000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0
32,1920000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
33,1980000000000,1.0,24.0,1.0,0.37963766718106995,0.0,1.0,0.0
34,2040000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
35,2100000000000,0.9166666666666666,22.0,0.9166666666666666,0.0,0.0,0.9166666666666666,0.0
36,2160000000000,1.0,24.0,1.0,0.2928401491769547,0.0,1.0,0.0
37,2220000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
38,2280000000000,1.0,24.0,1.0,0.0,0.0,0.9981884057971014,0.0
39,2340000000000,0.9166666666666666,22.0,0.9166666666666666,0.38968460648148145,0.0,0.9420289855072463,0.0
40,2400000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
41,2460000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
42,2520000000000,0.9583333333333334,23.0,0.9583333333333334,0.2996318801440329,0.0,0.967391304347826,0.0
43,2580000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.947463768115942,0.0
44,2640000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
45,2700000000000,1.0,24.0,1.0,0.18377861368312756,0.0,1.0,0.0
46,2760000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.9492753623188406,0.0
47,2820000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
48,2880000000000,1.0,24.0,1.0,0.40816293724279834,0.0,0.9927536231884058,0.0
49,2940000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
50,3000000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.9528985507246377,0.0
51,3060000000000,1.0,24.0,1.0,0.2553288966049383,0.0,1.0,0.0
52,3120000000000,1.0,24.0,1.0,0.0,0.0,0.9981884057971014,0.0
53,3180000000000,1.0,24.0,1.0,0.0,0.0,0.9945652173913043,0.0
54,3240000000000,0.9166666666666666,22.0,0.9166666666666666,0.36940586419753085,0.0,0.9329710144927537,0.0
55,3300000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
56,3360000000000,1.0,24.0,1.0,0.0,0.0,0.9981884057971014,0.0
57,3420000000000,1.0,24.0,1.0,0.35408629115226337,0.0,0.9981884057971014,0.0
58,3480000000000,0.9166666666666666,22.0,0.9166666666666666,0.0,0.0,0.9166666666666666,0.0
59,3540000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
60,3600000000000,1.0,24.0,1.0,0.21851691100823045,0.0,1.0,0.0
61,3660000000000,0.9166666666666666,22.0,0.9166666666666666,0.0,0.0,0.9148550724637681,0.0
62,3720000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
63,3780000000000,1.0,24.0,1.0,0.3415718235596708,0.0,0.9981884057971014,0.0
64,3840000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
65,3900000000000,0.9583333333333334,23.0,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0
66,3960000000000,1.0,24.0,1.0,0.2535043724279835,0.0,0.9963768115942029,0.0
67,4020000000000,1.0,24.0,1.0,0.0,0.0,0.9981884057971014,0.0
68,4080000000000,1.0,24.0,1.0,0.0,0.0,1.0,0.0
