time_index,time_since_epoch_ns,gs_handover_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate
1,60000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.018115942028985508
2,120000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.018115942028985508
3,180000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.014492753623188406
4,240000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0,0.03260869565217391
5,300000000000,0.9583333333333334,0.00016878858024691357,0.018518518518518517,0.0,0.028985507246376812
6,360000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0036231884057971015,0.010869565217391304
7,420000000000,1.0,0.0002652391975308642,0.015046296296296295,0.007246376811594203,0.010869565217391304
8,480000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0,0.043478260869565216
9,540000000000,1.0,0.0002732767489711934,0.015046296296296295,0.0036231884057971015,0.028985507246376812
10,600000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.03260869565217391
11,660000000000,1.0,0.00021701388888888888,0.017361111111111112,0.007246376811594203,0.03985507246376811
12,720000000000,1.0,0.00033757716049382714,0.011574074074074073,0.010869565217391304,0.028985507246376812
13,780000000000,0.9166666666666666,0.00014467592592592592,0.018518518518518517,0.0,0.03260869565217391
14,840000000000,1.0,0.00033757716049382714,0.011574074074074073,0.010869565217391304,0.018115942028985508
15,900000000000,1.0,0.00019290123456790122,0.018518518518518517,0.007246376811594203,0.03260869565217391
16,960000000000,0.9583333333333334,0.00033757716049382714,0.010416666666666666,0.014492753623188406,0.007246376811594203
17,1020000000000,1.0,0.00012056327160493826,0.02199074074074074,0.0,0.021739130434782608
18,1080000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0036231884057971015,0.014492753623188406
19,1140000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.028985507246376812
20,1200000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.018115942028985508
21,1260000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.018115942028985508
22,1320000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0036231884057971015,0.018115942028985508
23,1380000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0,0.036231884057971016
24,1440000000000,0.9583333333333334,9.645061728395061e-05,0.02199074074074074,0.0,0.025362318840579712
25,1500000000000,1.0,0.0003134645061728395,0.01273148148148148,0.0036231884057971015,0.010869565217391304
26,1560000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0,0.03260869565217391
27,1620000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0036231884057971015,0.03260869565217391
28,1680000000000,1.0,0.00024916409465020577,0.016203703703703703,0.0036231884057971015,0.018115942028985508
29,1740000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0,0.021739130434782608
30,1800000000000,0.9583333333333334,0.00014467592592592592,0.019675925925925927,0.0036231884057971015,0.036231884057971016
31,1860000000000,0.9583333333333334,0.00033757716049382714,0.010416666666666666,0.014492753623188406,0.014492753623188406
32,1920000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0,0.025362318840579712
33,1980000000000,1.0,0.0003134645061728395,0.01273148148148148,0.010869565217391304,0.014492753623188406
34,2040000000000,1.0,0.00021701388888888888,0.017361111111111112,0.007246376811594203,0.03260869565217391
35,2100000000000,0.9166666666666666,0.0003134645061728395,0.010416666666666666,0.010869565217391304,0.018115942028985508
36,2160000000000,1.0,0.00012056327160493826,0.02199074074074074,0.0,0.025362318840579712
37,2220000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0036231884057971015,0.014492753623188406
38,2280000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0036231884057971015,0.028985507246376812
39,2340000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.021739130434782608
40,2400000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.018115942028985508
41,2460000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0,0.021739130434782608
42,2520000000000,0.9583333333333334,0.0003134645061728395,0.011574074074074073,0.0036231884057971015,0.028985507246376812
43,2580000000000,0.9583333333333334,0.00012056327160493826,0.020833333333333332,0.0,0.025362318840579712
44,2640000000000,1.0,0.0003616898148148148,0.010416666666666666,0.0036231884057971015,0.010869565217391304
45,2700000000000,1.0,9.645061728395061e-05,0.023148148148148147,0.0,0.036231884057971016
46,2760000000000,0.9583333333333334,0.00021701388888888888,0.016203703703703703,0.007246376811594203,0.021739130434782608
47,2820000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.014492753623188406
48,2880000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0,0.018115942028985508
49,2940000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0036231884057971015,0.043478260869565216
50,3000000000000,0.9583333333333334,0.0002652391975308642,0.013888888888888888,0.007246376811594203,0.03260869565217391
51,3060000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.028985507246376812
52,3120000000000,1.0,0.00038580246913580245,0.009259259259259259,0.018115942028985508,0.014492753623188406
53,3180000000000,1.0,0.00021701388888888888,0.017361111111111112,0.007246376811594203,0.03985507246376811
54,3240000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.025362318840579712
55,3300000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0036231884057971015,0.028985507246376812
56,3360000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0036231884057971015,0.028985507246376812
57,3420000000000,1.0,0.00028935185185185184,0.013888888888888888,0.007246376811594203,0.025362318840579712
58,3480000000000,0.9166666666666666,0.00012056327160493826,0.019675925925925927,0.0,0.028985507246376812
59,3540000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.007246376811594203
60,3600000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.021739130434782608
61,3660000000000,0.9166666666666666,0.00028935185185185184,0.011574074074074073,0.0036231884057971015,0.025362318840579712
62,3720000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.025362318840579712
63,3780000000000,1.0,0.00033757716049382714,0.011574074074074073,0.0036231884057971015,0.014492753623188406
64,3840000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.03985507246376811
65,3900000000000,0.9583333333333334,0.00019290123456790122,0.017361111111111112,0.0036231884057971015,0.021739130434782608
66,3960000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.010869565217391304
67,4020000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0,0.028985507246376812
68,4080000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0036231884057971015,0.043478260869565216
69,4140000000000,0.9583333333333334,0.00028935185185185184,0.01273148148148148,0.0036231884057971015,0.028985507246376812
70,4200000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0,0.025362318840579712
71,4260000000000,1.0,0.00028935185185185184,0.013888888888888888,0.010869565217391304,0.028985507246376812
72,4320000000000,1.0,0.00028935185185185184,0.013888888888888888,0.010869565217391304,0.03260869565217391
73,4380000000000,0.9166666666666666,0.00021701388888888888,0.015046296296296295,0.0036231884057971015,0.036231884057971016
74,4440000000000,1.0,0.0003134645061728395,0.01273148148148148,0.010869565217391304,0.018115942028985508
75,4500000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0036231884057971015,0.043478260869565216
76,4560000000000,1.0,0.0002652391975308642,0.015046296296296295,0.010869565217391304,0.036231884057971016
77,4620000000000,0.9583333333333334,0.00014467592592592592,0.019675925925925927,0.0,0.03260869565217391
78,4680000000000,0.9583333333333334,0.00028935185185185184,0.01273148148148148,0.0036231884057971015,0.010869565217391304
79,4740000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.03260869565217391
80,4800000000000,0.9166666666666666,0.0003134645061728395,0.010416666666666666,0.010869565217391304,0.018115942028985508
81,4860000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0,0.025362318840579712
82,4920000000000,1.0,0.00033757716049382714,0.011574074074074073,0.0036231884057971015,0.018115942028985508
83,4980000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.036231884057971016
84,5040000000000,0.9583333333333334,0.00019290123456790122,0.017361111111111112,0.0,0.021739130434782608
85,5100000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.010869565217391304
86,5160000000000,1.0,0.00024112654320987653,0.016203703703703703,0.007246376811594203,0.010869565217391304
87,5220000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0036231884057971015,0.036231884057971016
88,5280000000000,1.0,0.00029738940329218107,0.013888888888888888,0.0036231884057971015,0.028985507246376812
89,5340000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.028985507246376812
90,5400000000000,1.0,0.00028935185185185184,0.013888888888888888,0.010869565217391304,0.028985507246376812
91,5460000000000,1.0,0.00024112654320987653,0.016203703703703703,0.007246376811594203,0.036231884057971016
92,5520000000000,0.9166666666666666,0.00016878858024691357,0.017361111111111112,0.0036231884057971015,0.028985507246376812
93,5580000000000,1.0,0.00033757716049382714,0.011574074074074073,0.010869565217391304,0.018115942028985508
94,5640000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0036231884057971015,0.036231884057971016
95,5700000000000,0.9583333333333334,0.00033757716049382714,0.010416666666666666,0.014492753623188406,0.007246376811594203
96,5760000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.021739130434782608
97,5820000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.018115942028985508
98,5880000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0036231884057971015,0.036231884057971016
99,5940000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.021739130434782608
100,6000000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.021739130434782608
101,6060000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.018115942028985508
102,6120000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.03260869565217391
103,6180000000000,0.9583333333333334,0.00019290123456790122,0.017361111111111112,0.0,0.028985507246376812
104,6240000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.010869565217391304
105,6300000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.018115942028985508
106,6360000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.03985507246376811
107,6420000000000,1.0,0.00024916409465020577,0.016203703703703703,0.0036231884057971015,0.021739130434782608
108,6480000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0,0.028985507246376812
109,6540000000000,1.0,0.00019290123456790122,0.018518518518518517,0.007246376811594203,0.04710144927536232
110,6600000000000,1.0,0.00028935185185185184,0.013888888888888888,0.007246376811594203,0.03985507246376811
111,6660000000000,0.9583333333333334,0.00014467592592592592,0.019675925925925927,0.0,0.025362318840579712
112,6720000000000,1.0,0.0003616898148148148,0.010416666666666666,0.010869565217391304,0.014492753623188406
113,6780000000000,1.0,0.00019290123456790122,0.018518518518518517,0.007246376811594203,0.03985507246376811
114,6840000000000,0.9166666666666666,0.00033757716049382714,0.009259259259259259,0.014492753623188406,0.018115942028985508
115,6900000000000,1.0,0.00012056327160493826,0.02199074074074074,0.0,0.025362318840579712
116,6960000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0036231884057971015,0.014492753623188406
117,7020000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.028985507246376812
118,7080000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.018115942028985508
119,7140000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.018115942028985508
120,7200000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0036231884057971015,0.018115942028985508
121,7260000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.028985507246376812
122,7320000000000,0.9583333333333334,9.645061728395061e-05,0.02199074074074074,0.0,0.025362318840579712
123,7380000000000,1.0,0.00033757716049382714,0.011574074074074073,0.0036231884057971015,0.010869565217391304
124,7440000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.03985507246376811
125,7500000000000,0.9583333333333334,0.00016878858024691357,0.018518518518518517,0.0,0.03985507246376811
126,7560000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0,0.014492753623188406
127,7620000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0,0.021739130434782608
128,7680000000000,0.9583333333333334,0.00014467592592592592,0.019675925925925927,0.0036231884057971015,0.03985507246376811
129,7740000000000,0.9583333333333334,0.00033757716049382714,0.010416666666666666,0.014492753623188406,0.014492753623188406
130,7800000000000,1.0,0.00012056327160493826,0.02199074074074074,0.0,0.028985507246376812
131,7860000000000,1.0,0.0003616898148148148,0.010416666666666666,0.014492753623188406,0.010869565217391304
132,7920000000000,1.0,0.00019290123456790122,0.018518518518518517,0.007246376811594203,0.03260869565217391
133,7980000000000,0.9166666666666666,0.0003134645061728395,0.010416666666666666,0.007246376811594203,0.021739130434782608
134,8040000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0036231884057971015,0.021739130434782608
135,8100000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0036231884057971015,0.021739130434782608
136,8160000000000,1.0,0.00028935185185185184,0.013888888888888888,0.0036231884057971015,0.028985507246376812
137,8220000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.021739130434782608
138,8280000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.021739130434782608
139,8340000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0,0.021739130434782608
140,8400000000000,0.9583333333333334,0.0003134645061728395,0.011574074074074073,0.0036231884057971015,0.025362318840579712
141,8460000000000,0.9583333333333334,9.645061728395061e-05,0.02199074074074074,0.0,0.025362318840579712
142,8520000000000,1.0,0.0003616898148148148,0.010416666666666666,0.0036231884057971015,0.010869565217391304
143,8580000000000,1.0,0.00012056327160493826,0.02199074074074074,0.0,0.036231884057971016
144,8640000000000,0.9583333333333334,0.00024112654320987653,0.015046296296296295,0.007246376811594203,0.018115942028985508
145,8700000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.010869565217391304
146,8760000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0,0.025362318840579712
147,8820000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0036231884057971015,0.043478260869565216
148,8880000000000,0.9583333333333334,0.00028935185185185184,0.01273148148148148,0.007246376811594203,0.025362318840579712
149,8940000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.028985507246376812
150,9000000000000,1.0,0.00038580246913580245,0.009259259259259259,0.018115942028985508,0.014492753623188406
151,9060000000000,1.0,0.00019290123456790122,0.018518518518518517,0.007246376811594203,0.03985507246376811
152,9120000000000,0.9166666666666666,0.0002652391975308642,0.01273148148148148,0.007246376811594203,0.028985507246376812
153,9180000000000,1.0,0.00024112654320987653,0.016203703703703703,0.010869565217391304,0.018115942028985508
154,9240000000000,1.0,0.00024112654320987653,0.016203703703703703,0.007246376811594203,0.03260869565217391
155,9300000000000,1.0,0.00028935185185185184,0.013888888888888888,0.007246376811594203,0.036231884057971016
156,9360000000000,1.0,0.00012056327160493826,0.02199074074074074,0.0,0.028985507246376812
157,9420000000000,1.0,0.00024112654320987653,0.016203703703703703,0.0036231884057971015,0.010869565217391304
158,9480000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.028985507246376812
159,9540000000000,0.9166666666666666,0.0003134645061728395,0.010416666666666666,0.007246376811594203,0.025362318840579712
160,9600000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0,0.028985507246376812
161,9660000000000,1.0,0.00033757716049382714,0.011574074074074073,0.0036231884057971015,0.014492753623188406
162,9720000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.03260869565217391
163,9780000000000,0.9583333333333334,0.00021701388888888888,0.016203703703703703,0.0,0.025362318840579712
164,9840000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.014492753623188406
165,9900000000000,1.0,0.00024112654320987653,0.016203703703703703,0.007246376811594203,0.010869565217391304
166,9960000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0036231884057971015,0.036231884057971016
167,10020000000000,1.0,0.0002652391975308642,0.015046296296296295,0.0036231884057971015,0.028985507246376812
168,10080000000000,1.0,0.00021701388888888888,0.017361111111111112,0.0,0.028985507246376812
169,10140000000000,1.0,0.00028935185185185184,0.013888888888888888,0.010869565217391304,0.028985507246376812
170,10200000000000,1.0,0.00028935185185185184,0.013888888888888888,0.010869565217391304,0.03260869565217391
171,10260000000000,0.9166666666666666,0.00016878858024691357,0.017361111111111112,0.0036231884057971015,0.03260869565217391
172,10320000000000,1.0,0.0003134645061728395,0.01273148148148148,0.010869565217391304,0.018115942028985508
173,10380000000000,1.0,0.00016878858024691357,0.019675925925925927,0.0036231884057971015,0.043478260869565216
174,10440000000000,1.0,0.0003134645061728395,0.01273148148148148,0.010869565217391304,0.025362318840579712
175,10500000000000,1.0,0.00014467592592592592,0.020833333333333332,0.0,0.025362318840579712
176,10560000000000,0.9583333333333334,0.0003134645061728395,0.011574074074074073,0.0036231884057971015,0.014492753623188406
177,10620000000000,1.0,0.00019290123456790122,0.018518518518518517,0.0,0.036231884057971016
178,10680000000000,0.9166666666666666,0.00028935185185185184,0.011574074074074073,0.007246376811594203,0.021739130434782608
